* Measurement data measured by REW V5.20 Beta 4
* Source: Microphone (E.A.R.S Gain: 18dB  ), no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -8.0 dBFS  With no timing reference
* Dated: Jan 28, 2019 11:39:56 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Grado SR80e L
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.1 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
6,267.154 108.364 -19.583
6,312.568 108.332 -19.207
6,358.312 108.257 -19.002
6,404.387 108.129 -18.834
6,450.796 107.969 -18.441
6,497.541 107.821 -17.837
6,544.625 107.689 -17.194
6,592.050 107.568 -16.576
6,639.818 107.454 -16.111
6,687.934 107.323 -15.748
6,736.397 107.169 -15.413
6,785.211 106.992 -14.974
6,834.380 106.816 -14.375
6,883.905 106.646 -13.708
6,933.789 106.488 -13.050
6,984.034 106.330 -12.571
7,034.643 106.115 -12.124
7,085.619 105.837 -11.204
7,136.964 105.587 -9.610
7,188.681 105.429 -7.785
7,240.773 105.334 -6.182
7,293.243 105.238 -4.799
7,346.093 105.129 -3.319
7,399.326 105.046 -1.743
7,452.944 104.982 -0.234
7,506.951 104.927 1.298
7,561.350 104.897 2.904
7,616.143 104.902 4.387
7,671.332 104.897 5.575
7,726.922 104.844 6.787
7,782.915 104.783 8.310
7,839.312 104.743 10.053
7,896.120 104.721 11.976
7,953.338 104.728 14.169
8,010.971 104.799 16.695
8,069.022 104.971 19.297
8,127.493 105.230 21.667
8,186.389 105.564 23.665
8,245.711 105.948 25.105
8,305.462 106.343 25.982
8,365.647 106.721 26.413
8,426.268 107.067 26.604
8,487.328 107.402 26.692
8,548.831 107.731 26.683
8,610.779 108.071 26.632
8,673.177 108.428 26.466
8,736.026 108.825 26.301
8,799.331 109.331 25.986
8,863.095 109.937 24.729
8,927.320 110.482 22.044
8,992.011 110.883 18.758
9,057.171 111.235 15.383
9,122.803 111.557 11.548
9,188.910 111.811 7.202
9,255.497 111.983 2.468
9,322.566 112.051 -2.736
9,390.121 111.958 -8.088
9,458.166 111.732 -13.067
9,526.704 111.440 -17.585
9,595.738 111.123 -22.031
9,665.273 110.723 -26.746
9,735.312 110.169 -31.253
9,805.857 109.488 -34.984
9,876.915 108.744 -37.837
9,948.487 107.968 -39.962
10,020.578 107.165 -41.415
10,093.191 106.356 -42.131
10,166.331 105.578 -42.098
10,240.000 104.848 -41.477
10,314.203 104.173 -40.485
10,388.944 103.544 -39.218
10,464.227 102.945 -37.639
10,540.055 102.387 -35.702
10,616.433 101.899 -33.516
10,693.363 101.489 -31.285
10,770.853 101.130 -29.148
10,848.902 100.797 -27.079
10,927.518 100.475 -24.964
11,006.703 100.160 -22.697
11,086.462 99.862 -20.170
11,166.799 99.613 -17.306
11,247.719 99.443 -14.160
11,329.224 99.373 -10.886
11,411.320 99.421 -7.690
11,494.012 99.588 -4.852
11,577.302 99.849 -2.641
11,661.195 100.171 -1.252
11,745.697 100.510 -0.815
11,830.812 100.821 -1.305
11,916.543 101.064 -2.570
12,002.895 101.209 -4.406
12,089.873 101.246 -6.585
12,177.480 101.171 -8.881
12,265.724 100.986 -11.031
12,354.606 100.733 -12.760
12,444.133 100.475 -14.171
12,534.309 100.222 -15.784
12,625.137 99.905 -17.903
12,716.624 99.424 -20.238
12,808.773 98.728 -21.998
12,901.592 97.843 -22.304
12,995.082 96.869 -20.636
13,089.250 95.940 -16.907
13,184.100 95.207 -11.473
13,279.637 94.784 -5.175
13,375.867 94.649 1.074
13,472.794 94.720 7.014
13,570.423 94.998 12.801
13,668.760 95.550 18.201
13,767.810 96.374 22.352
13,867.577 97.346 24.369
13,968.067 98.296 23.956
14,069.285 99.098 21.422
14,171.237 99.668 17.293
14,273.928 99.945 12.401
14,377.362 99.952 7.903
14,481.547 99.828 4.581
14,586.486 99.730 2.134
14,692.186 99.690 -0.337
14,798.651 99.633 -3.198
14,905.889 99.514 -6.266
15,013.902 99.337 -9.498
15,122.700 99.079 -12.983
15,232.285 98.690 -16.463
15,342.664 98.143 -19.251
15,453.844 97.497 -20.644
15,565.829 96.901 -20.569
15,678.625 96.487 -19.780
15,792.239 96.259 -19.186
15,906.676 96.146 -19.190
16,021.942 96.093 -19.812
16,138.044 96.068 -20.990
16,254.986 96.095 -22.770
16,372.777 96.180 -25.690
16,491.422 96.195 -30.477
16,610.924 95.931 -36.873
16,731.295 95.249 -43.228
16,852.535 94.196 -47.175
16,974.656 93.133 -48.003
17,097.662 92.404 -48.468
17,221.559 91.747 -50.009
17,346.354 91.014 -50.611
17,472.053 90.526 -50.837
17,598.662 90.280 -53.082
17,726.189 89.961 -58.001
17,854.641 89.341 -64.936
17,984.021 88.295 -72.803
18,114.342 86.712 -79.988
18,245.605 84.528 -83.998
18,377.820 81.801 -81.980
18,510.994 78.833 -72.040
18,645.133 76.469 -55.649
18,780.242 75.756 -38.882
18,916.332 76.286 -27.736
19,053.408 76.952 -23.304
19,191.477 77.258 -23.485
19,330.547 77.075 -25.851
19,470.623 76.378 -28.324
19,611.715 75.191 -29.125
19,753.830 73.619 -26.900
19,896.975 71.980 -22.245
