* Measurement data measured by REW V5.20 Beta 4
* Source: Microphone (E.A.R.S Gain: 18dB  ), no input selected, R, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -8.0 dBFS  With no timing reference
* Dated: Jan 28, 2019 11:21:24 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: B&O BEOPLAY H8 R
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.1 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1,124.001 101.020 -102.443
1,132.146 101.073 -102.279
1,140.350 101.125 -102.093
1,148.614 101.176 -101.887
1,156.937 101.228 -101.657
1,165.321 101.282 -101.401
1,173.765 101.338 -101.126
1,182.271 101.398 -100.842
1,190.838 101.463 -100.559
1,199.467 101.530 -100.287
1,208.159 101.599 -100.031
1,216.914 101.669 -99.789
1,225.732 101.739 -99.562
1,234.614 101.808 -99.347
1,243.561 101.875 -99.132
1,252.572 101.941 -98.911
1,261.649 102.005 -98.682
1,270.791 102.070 -98.442
1,280.000 102.135 -98.194
1,289.275 102.203 -97.945
1,298.618 102.272 -97.695
1,308.028 102.341 -97.448
1,317.507 102.410 -97.220
1,327.054 102.475 -97.016
1,336.670 102.535 -96.811
1,346.357 102.588 -96.576
1,356.113 102.638 -96.281
1,365.940 102.689 -95.914
1,375.838 102.745 -95.483
1,385.808 102.810 -95.005
1,395.850 102.886 -94.501
1,405.965 102.974 -93.999
1,416.153 103.071 -93.527
1,426.415 103.176 -93.100
1,436.751 103.285 -92.727
1,447.163 103.396 -92.416
1,457.649 103.505 -92.160
1,468.212 103.605 -91.927
1,478.851 103.701 -91.657
1,489.568 103.802 -91.375
1,500.362 103.904 -91.128
1,511.234 104.003 -90.893
1,522.185 104.100 -90.651
1,533.215 104.197 -90.400
1,544.326 104.295 -90.133
1,555.517 104.393 -89.850
1,566.789 104.494 -89.557
1,578.142 104.600 -89.265
1,589.578 104.709 -88.978
1,601.097 104.821 -88.702
1,612.699 104.937 -88.436
1,624.385 105.055 -88.192
1,636.156 105.175 -87.975
1,648.012 105.293 -87.782
1,659.955 105.411 -87.601
1,671.983 105.529 -87.425
1,684.099 105.647 -87.255
1,696.303 105.765 -87.093
1,708.595 105.882 -86.936
1,720.976 105.998 -86.775
1,733.447 106.114 -86.605
1,746.008 106.232 -86.434
1,758.661 106.352 -86.260
1,771.405 106.477 -86.080
1,784.241 106.607 -85.902
1,797.170 106.739 -85.743
1,810.193 106.873 -85.613
1,823.311 107.007 -85.509
1,836.523 107.141 -85.414
1,849.831 107.276 -85.325
1,863.236 107.411 -85.249
1,876.738 107.548 -85.191
1,890.338 107.685 -85.144
1,904.036 107.822 -85.096
1,917.833 107.961 -85.055
1,931.730 108.101 -85.030
1,945.729 108.243 -85.010
1,959.828 108.386 -84.993
1,974.030 108.532 -84.989
1,988.334 108.680 -85.008
2,002.743 108.828 -85.053
2,017.255 108.975 -85.113
2,031.873 109.124 -85.176
2,046.597 109.274 -85.249
2,061.428 109.428 -85.336
2,076.365 109.582 -85.431
2,091.412 109.738 -85.538
2,106.567 109.897 -85.660
2,121.832 110.059 -85.801
2,137.208 110.226 -85.970
2,152.695 110.397 -86.173
2,168.294 110.571 -86.421
2,184.007 110.747 -86.714
2,199.833 110.925 -87.059
2,215.774 111.102 -87.468
2,231.830 111.275 -87.935
2,248.003 111.443 -88.450
2,264.293 111.609 -89.012
2,280.701 111.773 -89.625
2,297.228 111.934 -90.289
2,313.874 112.088 -90.991
2,330.642 112.234 -91.726
2,347.530 112.372 -92.492
2,364.542 112.501 -93.276
2,381.676 112.620 -94.066
2,398.935 112.731 -94.857
2,416.318 112.833 -95.633
2,433.828 112.929 -96.373
2,451.464 113.022 -97.075
2,469.229 113.113 -97.749
2,487.122 113.203 -98.400
2,505.145 113.292 -99.026
2,523.298 113.385 -99.632
2,541.583 113.481 -100.241
2,560.000 113.580 -100.864
2,578.551 113.682 -101.499
2,597.236 113.786 -102.157
2,616.057 113.890 -102.864
2,635.014 113.991 -103.626
2,654.108 114.087 -104.437
2,673.341 114.177 -105.293
2,692.713 114.257 -106.173
2,712.226 114.326 -107.045
2,731.879 114.386 -107.892
2,751.676 114.438 -108.717
2,771.615 114.482 -109.493
2,791.700 114.525 -110.201
2,811.930 114.573 -110.879
2,832.306 114.624 -111.571
2,852.830 114.675 -112.274
2,873.503 114.723 -112.965
2,894.325 114.770 -113.657
2,915.299 114.811 -114.354
2,936.424 114.850 -115.020
2,957.703 114.891 -115.683
2,979.136 114.934 -116.386
3,000.724 114.971 -117.112
3,022.468 114.997 -117.811
3,044.370 115.016 -118.440
3,066.431 115.038 -118.988
3,088.652 115.072 -119.506
3,111.033 115.114 -120.069
3,133.577 115.153 -120.701
3,156.284 115.184 -121.358
3,179.156 115.210 -121.988
3,202.193 115.235 -122.596
3,225.398 115.258 -123.207
3,248.771 115.277 -123.827
3,272.312 115.290 -124.434
3,296.025 115.300 -125.012
3,319.909 115.309 -125.569
3,343.967 115.317 -126.108
3,368.198 115.321 -126.632
3,392.606 115.320 -127.140
3,417.190 115.310 -127.609
3,441.952 115.298 -128.007
3,466.894 115.288 -128.358
3,492.017 115.280 -128.681
3,517.321 115.274 -128.962
3,542.809 115.264 -129.191
3,568.482 115.251 -129.349
3,594.341 115.241 -129.413
3,620.387 115.238 -129.394
3,646.622 115.243 -129.308
3,673.046 115.259 -129.166
3,699.663 115.287 -128.979
3,726.472 115.327 -128.749
3,753.476 115.379 -128.465
3,780.675 115.444 -128.137
3,808.071 115.525 -127.786
3,835.666 115.621 -127.421
3,863.461 115.735 -127.049
3,891.457 115.869 -126.676
3,919.656 116.026 -126.302
3,948.060 116.205 -125.945
3,976.669 116.409 -125.643
4,005.486 116.639 -125.444
4,034.511 116.888 -125.385
4,063.747 117.153 -125.473
4,093.194 117.429 -125.694
4,122.855 117.717 -126.021
4,152.731 118.020 -126.452
4,182.824 118.338 -127.019
4,213.134 118.672 -127.752
4,243.664 119.019 -128.675
4,274.416 119.378 -129.813
4,305.390 119.748 -131.185
4,336.588 120.125 -132.837
4,368.013 120.492 -134.809
4,399.666 120.831 -137.071
4,431.547 121.126 -139.651
4,463.660 121.366 -142.612
4,496.005 121.554 -145.943
4,528.585 121.705 -149.552
4,561.401 121.818 -153.396
4,594.455 121.896 -157.541
4,627.749 121.949 -162.013
4,661.283 121.978 -166.775
4,695.061 121.983 -171.768
4,729.083 121.960 -176.886
4,763.352 121.909 178.014
4,797.869 121.822 173.017
4,832.637 121.683 168.281
4,867.656 121.496 163.990
4,902.929 121.252 160.215
4,938.458 120.929 156.916
4,974.244 120.531 154.038
5,010.289 120.079 151.496
5,046.596 119.592 149.166
5,083.166 119.092 147.031
5,120.000 118.588 145.170
5,157.102 118.086 143.604
5,194.472 117.590 142.291
5,232.113 117.101 141.181
5,270.027 116.621 140.244
5,308.216 116.155 139.468
5,346.682 115.704 138.865
5,385.426 115.266 138.421
5,424.451 114.839 138.096
5,463.759 114.424 137.863
5,503.352 114.018 137.732
5,543.231 113.621 137.706
5,583.399 113.235 137.785
5,623.859 112.865 137.954
5,664.612 112.514 138.183
5,705.660 112.180 138.445
5,747.006 111.857 138.740
5,788.651 111.542 139.067
5,830.598 111.237 139.416
5,872.849 110.943 139.763
5,915.406 110.657 140.107
5,958.271 110.372 140.468
6,001.447 110.085 140.872
6,044.937 109.801 141.341
6,088.740 109.524 141.869
6,132.862 109.256 142.423
6,177.303 108.994 142.996
6,222.066 108.738 143.589
6,267.154 108.487 144.226
6,312.568 108.245 144.913
6,358.312 108.017 145.594
6,404.387 107.797 146.247
6,450.796 107.577 146.881
6,497.541 107.357 147.520
6,544.625 107.136 148.182
6,592.050 106.920 148.853
6,639.818 106.709 149.519
6,687.934 106.496 150.195
6,736.397 106.276 150.919
6,785.211 106.054 151.713
6,834.380 105.838 152.551
6,883.905 105.630 153.399
6,933.789 105.424 154.275
6,984.034 105.218 155.212
7,034.643 105.014 156.214
7,085.619 104.814 157.265
7,136.964 104.620 158.342
7,188.681 104.428 159.438
7,240.773 104.234 160.574
7,293.243 104.043 161.785
7,346.093 103.859 163.093
7,399.326 103.683 164.491
7,452.944 103.514 165.973
7,506.951 103.353 167.552
7,561.350 103.207 169.212
7,616.143 103.074 170.938
7,671.332 102.959 172.752
7,726.922 102.865 174.681
7,782.915 102.795 176.721
